,title,rating,date,cleaned_content,sentiment_score,sentiment,label
385,Worst! Gave me used and defective product.,1.0,2024-06-25,Motherboard Gigabyte z790 ud ac detecting cpuThe packaging worst Go store instead test buy Don buy Read,-0.6249,negative,0
386,Worst quality,1.0,2024-03-28,I liked price I Also liked performance Rather purchase i9 13th generationRead,0.6808,positive,1
387,Waste of money,1.0,2023-12-07,13 gen better performence low pricing Avoid product cause 2 core touching 6000 mhz real life difference Read,-0.1027,negative,0
388,It's just a overclocked i7 13700k,2.0,2023-10-25,What meaning new chip provides generational uplift except thing better last gen hefty power consumption ur fine work fine I think ur electricity bill gonna sky rocket 3 5 uplift 15 money worth rather buy 13 12 gen ddr5 ram help else get r7 7700 provide less like 10 percent 50 percentage less power draw ryzen better comes desktop processor efficiency value moneyRead,0.9525,positive,1
389,Beast gaming 💪🐻,5.0,2023-10-23,Beast gaming world 2nd powerful processor set processer RTX 4070 16gb ram 2048gb 2tb nvme 2 ssd 850 watts pls buy itRead,0.4767,positive,1
390,,,2024-03-11,Lo compré con el 10 de descuento es el mejor procesador que tenido No llora con nada que es muy caliente si Pero con una buena refrigeración liquida que ya son bastante buenas se controla Me gustó mucho sin demeritar la competencia AMD que lo está haciendo genial también Per en mi caso como las memorias DDR5 vienen optimizadas para intel quiero estar batallando decidí por este arrepiento de mi compra Muy buen producto de calidad premium Read,-0.4588,negative,0
392,,,2023-12-08,I using 10700K I decided time well actually I got itch I decided go 14700K reasons One 14th gen part Intel got significant upgrade four e cores 8 threads plus small clock boost I also like 3DFX part AMD caused minor issues people I definitely like RAM issues I see time AMD systems If RAM issues I may gone AMD time Out Intel systems I assembled customers years I come across RAM issue caused bad RAM This CPU working perfectly gaming excellently Gaming benchmarks show good CPU I issues If interested Intel parts I suggest going 13th gen basically get part less money For i7 system though excellent CPU half decent upgrade previous gen Read,0.9786,positive,1
394,,,2023-11-03,So far good This CPU monster runs nicely boosts max clocks 6ghz two cores 5 7ghz cores unlimited TDP settings thermally limited 90c 60mV offset I noticed runs bit cooler previous 13900KF especially consider core core deltas I use PC mostly gaming encoding long great case plenty air flow top notch cooler easily run air cooled without issues throttle hits whatever thermal maximum set UEFI BIOS In gaming workloads never throttles though stays 5 7ghz core boost entire time temps CPU intensive games anywhere upper 50s mid 60s upper 40s mid 50s non CPU intensive games Update I CPU 5 8ghz HT disabled 75mV offset working like charm stable gaming workloads encoding downclocks hits 90c encoding workloads gaming stays 5 8ghz amazing since air cooled setup though setup optimal gets air cooling As temps little lower running 5 7ghz HT enabled 50mV offset If I use 75mV offset 5 8ghz HT enabled PC crashes So disabling HT definitely enables CPU use less power If predominantly using machine gaming I definitely recommend turning HT regardless games tend run better HT disabled But using productivity blend productivity gaming definitely turn HT The mildly disappointing thing memory controller good I thought would Mine runs 48GB DDR5 7400 CL34 1 35V IMC hit DDR5 7600 CL36 stability I need increase IMC voltage 1 41V worth ask minor bump performance My previous 13900KF could 48GB DDR5 7800 1 36V IMC Core wise though CPU definitely superior 13th gen Read,0.9895,positive,1
395,i9 14th gen is the beast!,5.0,2023-11-20,Just upgraded i5 9400f i9 14900k super happy performance I able achieve It simply works buttery smooth Large applications open like notepad apps It heats lot though I went MSI coreliquid liquid cooling solution If looking upgrade 13th gen save money performance identical however setting new PC definitely go My setup MSI MPG z790 carbon wifiIntel i9 14900kMSI RTX 4070tiMSI MAG coreliquid liquid coolerSamsung 980 Pro 1 TBRipjaws 32gb ddr5Bonus tip If u struck setting ur PC go MSI support super responsive assist I got wiring fixed matter minutes ona video call assistant Read,0.9764,positive,1
396,Worst! Gave me used and defective product.,1.0,2024-06-25,Motherboard Gigabyte z790 ud ac detecting cpuThe packaging worst Go store instead test buy Don buy Read,-0.6249,negative,0
397,Worst quality,1.0,2024-03-28,I liked price I Also liked performance Rather purchase i9 13th generationRead,0.6808,positive,1
398,Waste of money,1.0,2023-12-07,13 gen better performence low pricing Avoid product cause 2 core touching 6000 mhz real life difference Read,-0.1027,negative,0
399,It's just a overclocked i7 13700k,2.0,2023-10-25,What meaning new chip provides generational uplift except thing better last gen hefty power consumption ur fine work fine I think ur electricity bill gonna sky rocket 3 5 uplift 15 money worth rather buy 13 12 gen ddr5 ram help else get r7 7700 provide less like 10 percent 50 percentage less power draw ryzen better comes desktop processor efficiency value moneyRead,0.9525,positive,1
400,Beast gaming 💪🐻,5.0,2023-10-23,Beast gaming world 2nd powerful processor set processer RTX 4070 16gb ram 2048gb 2tb nvme 2 ssd 850 watts pls buy itRead,0.4767,positive,1
401,,,2024-03-11,Lo compré con el 10 de descuento es el mejor procesador que tenido No llora con nada que es muy caliente si Pero con una buena refrigeración liquida que ya son bastante buenas se controla Me gustó mucho sin demeritar la competencia AMD que lo está haciendo genial también Per en mi caso como las memorias DDR5 vienen optimizadas para intel quiero estar batallando decidí por este arrepiento de mi compra Muy buen producto de calidad premium Read,-0.4588,negative,0
403,,,2023-12-08,I using 10700K I decided time well actually I got itch I decided go 14700K reasons One 14th gen part Intel got significant upgrade four e cores 8 threads plus small clock boost I also like 3DFX part AMD caused minor issues people I definitely like RAM issues I see time AMD systems If RAM issues I may gone AMD time Out Intel systems I assembled customers years I come across RAM issue caused bad RAM This CPU working perfectly gaming excellently Gaming benchmarks show good CPU I issues If interested Intel parts I suggest going 13th gen basically get part less money For i7 system though excellent CPU half decent upgrade previous gen Read,0.9786,positive,1
405,,,2023-11-03,So far good This CPU monster runs nicely boosts max clocks 6ghz two cores 5 7ghz cores unlimited TDP settings thermally limited 90c 60mV offset I noticed runs bit cooler previous 13900KF especially consider core core deltas I use PC mostly gaming encoding long great case plenty air flow top notch cooler easily run air cooled without issues throttle hits whatever thermal maximum set UEFI BIOS In gaming workloads never throttles though stays 5 7ghz core boost entire time temps CPU intensive games anywhere upper 50s mid 60s upper 40s mid 50s non CPU intensive games Update I CPU 5 8ghz HT disabled 75mV offset working like charm stable gaming workloads encoding downclocks hits 90c encoding workloads gaming stays 5 8ghz amazing since air cooled setup though setup optimal gets air cooling As temps little lower running 5 7ghz HT enabled 50mV offset If I use 75mV offset 5 8ghz HT enabled PC crashes So disabling HT definitely enables CPU use less power If predominantly using machine gaming I definitely recommend turning HT regardless games tend run better HT disabled But using productivity blend productivity gaming definitely turn HT The mildly disappointing thing memory controller good I thought would Mine runs 48GB DDR5 7400 CL34 1 35V IMC hit DDR5 7600 CL36 stability I need increase IMC voltage 1 41V worth ask minor bump performance My previous 13900KF could 48GB DDR5 7800 1 36V IMC Core wise though CPU definitely superior 13th gen Read,0.9895,positive,1
406,i9 14th gen is the beast!,5.0,2023-11-20,Just upgraded i5 9400f i9 14900k super happy performance I able achieve It simply works buttery smooth Large applications open like notepad apps It heats lot though I went MSI coreliquid liquid cooling solution If looking upgrade 13th gen save money performance identical however setting new PC definitely go My setup MSI MPG z790 carbon wifiIntel i9 14900kMSI RTX 4070tiMSI MAG coreliquid liquid coolerSamsung 980 Pro 1 TBRipjaws 32gb ddr5Bonus tip If u struck setting ur PC go MSI support super responsive assist I got wiring fixed matter minutes ona video call assistant Read,0.9764,positive,1
407,Worst! Gave me used and defective product.,1.0,2024-06-25,Motherboard Gigabyte z790 ud ac detecting cpuThe packaging worst Go store instead test buy Don buy Read,-0.6249,negative,0
408,Worst quality,1.0,2024-03-28,I liked price I Also liked performance Rather purchase i9 13th generationRead,0.6808,positive,1
409,Waste of money,1.0,2023-12-07,13 gen better performence low pricing Avoid product cause 2 core touching 6000 mhz real life difference Read,-0.1027,negative,0
410,It's just a overclocked i7 13700k,2.0,2023-10-25,What meaning new chip provides generational uplift except thing better last gen hefty power consumption ur fine work fine I think ur electricity bill gonna sky rocket 3 5 uplift 15 money worth rather buy 13 12 gen ddr5 ram help else get r7 7700 provide less like 10 percent 50 percentage less power draw ryzen better comes desktop processor efficiency value moneyRead,0.9525,positive,1
411,Beast gaming 💪🐻,5.0,2023-10-23,Beast gaming world 2nd powerful processor set processer RTX 4070 16gb ram 2048gb 2tb nvme 2 ssd 850 watts pls buy itRead,0.4767,positive,1
412,,,2024-03-11,Lo compré con el 10 de descuento es el mejor procesador que tenido No llora con nada que es muy caliente si Pero con una buena refrigeración liquida que ya son bastante buenas se controla Me gustó mucho sin demeritar la competencia AMD que lo está haciendo genial también Per en mi caso como las memorias DDR5 vienen optimizadas para intel quiero estar batallando decidí por este arrepiento de mi compra Muy buen producto de calidad premium Read,-0.4588,negative,0
414,,,2023-12-08,I using 10700K I decided time well actually I got itch I decided go 14700K reasons One 14th gen part Intel got significant upgrade four e cores 8 threads plus small clock boost I also like 3DFX part AMD caused minor issues people I definitely like RAM issues I see time AMD systems If RAM issues I may gone AMD time Out Intel systems I assembled customers years I come across RAM issue caused bad RAM This CPU working perfectly gaming excellently Gaming benchmarks show good CPU I issues If interested Intel parts I suggest going 13th gen basically get part less money For i7 system though excellent CPU half decent upgrade previous gen Read,0.9786,positive,1
416,,,2023-11-03,So far good This CPU monster runs nicely boosts max clocks 6ghz two cores 5 7ghz cores unlimited TDP settings thermally limited 90c 60mV offset I noticed runs bit cooler previous 13900KF especially consider core core deltas I use PC mostly gaming encoding long great case plenty air flow top notch cooler easily run air cooled without issues throttle hits whatever thermal maximum set UEFI BIOS In gaming workloads never throttles though stays 5 7ghz core boost entire time temps CPU intensive games anywhere upper 50s mid 60s upper 40s mid 50s non CPU intensive games Update I CPU 5 8ghz HT disabled 75mV offset working like charm stable gaming workloads encoding downclocks hits 90c encoding workloads gaming stays 5 8ghz amazing since air cooled setup though setup optimal gets air cooling As temps little lower running 5 7ghz HT enabled 50mV offset If I use 75mV offset 5 8ghz HT enabled PC crashes So disabling HT definitely enables CPU use less power If predominantly using machine gaming I definitely recommend turning HT regardless games tend run better HT disabled But using productivity blend productivity gaming definitely turn HT The mildly disappointing thing memory controller good I thought would Mine runs 48GB DDR5 7400 CL34 1 35V IMC hit DDR5 7600 CL36 stability I need increase IMC voltage 1 41V worth ask minor bump performance My previous 13900KF could 48GB DDR5 7800 1 36V IMC Core wise though CPU definitely superior 13th gen Read,0.9895,positive,1
417,This is the best you'll get in this price range Thats it!,5.0,2023-06-25,If would building pc gaming slight editing coding perfect cost really low considering performance gives CPU means low end CPU dont go gentle price intel 12100f easily handle GPUs upto gtx3060 rx6800 Just go say ryzen price gaming Read,-0.0162,negative,0
418,Awesome,5.0,2022-11-16,This one best cpu budget looking gaming For productivity worth buying go i5 12400fBut gaming light cpu workload work like butter smooth I teated games check YT channel R tech studio Read,0.8225,positive,1
419,Best in price when even compared to i5 10400f,5.0,2022-08-15,Got sale 7 26k Really enjoyed processor Heatsink fan provided looks good sounds badly peak usage Replaced air coolerRead,0.6901,positive,1
421,Used or Unboxed product received,3.0,2023-08-24,Product good looking packaging anyone judge used While checking warranty found 3 year warranty 6 months already passed Read,0.4404,positive,1
422,cpu with broken fan,1.0,2023-04-26,Cpu stock cooler fan got broken 1 blade box creating noise virbration cpu processor working fine thought replace replace dont know gonna get broken cpu chip replaced stock cooler deepcool air cooler working fine please buy critical pc parts Amazon may end getting broken parts worst packingRead,-0.765,negative,0
423,Good Cpu but awful Delivery,1.0,2023-06-20,The Processor Good Works Fine But The Delivery awful one blades fan broken As already another dedicated cpu cooler raise return I expected Better Appario Apart From Processor works fine Read,0.7351,positive,1
424,,,2024-01-27,Muito bom super recomendoRead,0.5994,positive,1
427,,,2024-05-07,good works happy purchaseRead,0.765,positive,1
429,This is the best you'll get in this price range Thats it!,5.0,2023-06-25,If would building pc gaming slight editing coding perfect cost really low considering performance gives CPU means low end CPU dont go gentle price intel 12100f easily handle GPUs upto gtx3060 rx6800 Just go say ryzen price gaming Read,-0.0162,negative,0
430,Awesome,5.0,2022-11-16,This one best cpu budget looking gaming For productivity worth buying go i5 12400fBut gaming light cpu workload work like butter smooth I teated games check YT channel R tech studio Read,0.8225,positive,1
431,Best in price when even compared to i5 10400f,5.0,2022-08-15,Got sale 7 26k Really enjoyed processor Heatsink fan provided looks good sounds badly peak usage Replaced air coolerRead,0.6901,positive,1
433,Used or Unboxed product received,3.0,2023-08-24,Product good looking packaging anyone judge used While checking warranty found 3 year warranty 6 months already passed Read,0.4404,positive,1
434,cpu with broken fan,1.0,2023-04-26,Cpu stock cooler fan got broken 1 blade box creating noise virbration cpu processor working fine thought replace replace dont know gonna get broken cpu chip replaced stock cooler deepcool air cooler working fine please buy critical pc parts Amazon may end getting broken parts worst packingRead,-0.765,negative,0
435,Good Cpu but awful Delivery,1.0,2023-06-20,The Processor Good Works Fine But The Delivery awful one blades fan broken As already another dedicated cpu cooler raise return I expected Better Appario Apart From Processor works fine Read,0.7351,positive,1
436,,,2024-01-27,Muito bom super recomendoRead,0.5994,positive,1
439,,,2024-05-07,good works happy purchaseRead,0.765,positive,1
441,This is the best you'll get in this price range Thats it!,5.0,2023-06-25,If would building pc gaming slight editing coding perfect cost really low considering performance gives CPU means low end CPU dont go gentle price intel 12100f easily handle GPUs upto gtx3060 rx6800 Just go say ryzen price gaming Read,-0.0162,negative,0
442,Awesome,5.0,2022-11-16,This one best cpu budget looking gaming For productivity worth buying go i5 12400fBut gaming light cpu workload work like butter smooth I teated games check YT channel R tech studio Read,0.8225,positive,1
443,Best in price when even compared to i5 10400f,5.0,2022-08-15,Got sale 7 26k Really enjoyed processor Heatsink fan provided looks good sounds badly peak usage Replaced air coolerRead,0.6901,positive,1
445,Used or Unboxed product received,3.0,2023-08-24,Product good looking packaging anyone judge used While checking warranty found 3 year warranty 6 months already passed Read,0.4404,positive,1
446,cpu with broken fan,1.0,2023-04-26,Cpu stock cooler fan got broken 1 blade box creating noise virbration cpu processor working fine thought replace replace dont know gonna get broken cpu chip replaced stock cooler deepcool air cooler working fine please buy critical pc parts Amazon may end getting broken parts worst packingRead,-0.765,negative,0
447,Good Cpu but awful Delivery,1.0,2023-06-20,The Processor Good Works Fine But The Delivery awful one blades fan broken As already another dedicated cpu cooler raise return I expected Better Appario Apart From Processor works fine Read,0.7351,positive,1
448,,,2024-01-27,Muito bom super recomendoRead,0.5994,positive,1
451,,,2024-05-07,good works happy purchaseRead,0.765,positive,1
453,This is the best you'll get in this price range Thats it!,5.0,2023-06-25,If would building pc gaming slight editing coding perfect cost really low considering performance gives CPU means low end CPU dont go gentle price intel 12100f easily handle GPUs upto gtx3060 rx6800 Just go say ryzen price gaming Read,-0.0162,negative,0
454,Awesome,5.0,2022-11-16,This one best cpu budget looking gaming For productivity worth buying go i5 12400fBut gaming light cpu workload work like butter smooth I teated games check YT channel R tech studio Read,0.8225,positive,1
455,Best in price when even compared to i5 10400f,5.0,2022-08-15,Got sale 7 26k Really enjoyed processor Heatsink fan provided looks good sounds badly peak usage Replaced air coolerRead,0.6901,positive,1
457,Used or Unboxed product received,3.0,2023-08-24,Product good looking packaging anyone judge used While checking warranty found 3 year warranty 6 months already passed Read,0.4404,positive,1
458,cpu with broken fan,1.0,2023-04-26,Cpu stock cooler fan got broken 1 blade box creating noise virbration cpu processor working fine thought replace replace dont know gonna get broken cpu chip replaced stock cooler deepcool air cooler working fine please buy critical pc parts Amazon may end getting broken parts worst packingRead,-0.765,negative,0
459,Good Cpu but awful Delivery,1.0,2023-06-20,The Processor Good Works Fine But The Delivery awful one blades fan broken As already another dedicated cpu cooler raise return I expected Better Appario Apart From Processor works fine Read,0.7351,positive,1
460,,,2024-01-27,Muito bom super recomendoRead,0.5994,positive,1
463,,,2024-05-07,good works happy purchaseRead,0.765,positive,1
465,This is the best you'll get in this price range Thats it!,5.0,2023-06-25,If would building pc gaming slight editing coding perfect cost really low considering performance gives CPU means low end CPU dont go gentle price intel 12100f easily handle GPUs upto gtx3060 rx6800 Just go say ryzen price gaming Read,-0.0162,negative,0
466,Awesome,5.0,2022-11-16,This one best cpu budget looking gaming For productivity worth buying go i5 12400fBut gaming light cpu workload work like butter smooth I teated games check YT channel R tech studio Read,0.8225,positive,1
467,Best in price when even compared to i5 10400f,5.0,2022-08-15,Got sale 7 26k Really enjoyed processor Heatsink fan provided looks good sounds badly peak usage Replaced air coolerRead,0.6901,positive,1
469,Used or Unboxed product received,3.0,2023-08-24,Product good looking packaging anyone judge used While checking warranty found 3 year warranty 6 months already passed Read,0.4404,positive,1
470,cpu with broken fan,1.0,2023-04-26,Cpu stock cooler fan got broken 1 blade box creating noise virbration cpu processor working fine thought replace replace dont know gonna get broken cpu chip replaced stock cooler deepcool air cooler working fine please buy critical pc parts Amazon may end getting broken parts worst packingRead,-0.765,negative,0
471,Good Cpu but awful Delivery,1.0,2023-06-20,The Processor Good Works Fine But The Delivery awful one blades fan broken As already another dedicated cpu cooler raise return I expected Better Appario Apart From Processor works fine Read,0.7351,positive,1
472,,,2024-01-27,Muito bom super recomendoRead,0.5994,positive,1
475,,,2024-05-07,good works happy purchaseRead,0.765,positive,1
477,This is the best you'll get in this price range Thats it!,5.0,2023-06-25,If would building pc gaming slight editing coding perfect cost really low considering performance gives CPU means low end CPU dont go gentle price intel 12100f easily handle GPUs upto gtx3060 rx6800 Just go say ryzen price gaming Read,-0.0162,negative,0
478,Awesome,5.0,2022-11-16,This one best cpu budget looking gaming For productivity worth buying go i5 12400fBut gaming light cpu workload work like butter smooth I teated games check YT channel R tech studio Read,0.8225,positive,1
479,Best in price when even compared to i5 10400f,5.0,2022-08-15,Got sale 7 26k Really enjoyed processor Heatsink fan provided looks good sounds badly peak usage Replaced air coolerRead,0.6901,positive,1
481,Used or Unboxed product received,3.0,2023-08-24,Product good looking packaging anyone judge used While checking warranty found 3 year warranty 6 months already passed Read,0.4404,positive,1
482,cpu with broken fan,1.0,2023-04-26,Cpu stock cooler fan got broken 1 blade box creating noise virbration cpu processor working fine thought replace replace dont know gonna get broken cpu chip replaced stock cooler deepcool air cooler working fine please buy critical pc parts Amazon may end getting broken parts worst packingRead,-0.765,negative,0
483,Good Cpu but awful Delivery,1.0,2023-06-20,The Processor Good Works Fine But The Delivery awful one blades fan broken As already another dedicated cpu cooler raise return I expected Better Appario Apart From Processor works fine Read,0.7351,positive,1
484,,,2024-01-27,Muito bom super recomendoRead,0.5994,positive,1
487,,,2024-05-07,good works happy purchaseRead,0.765,positive,1
489,This is the best you'll get in this price range Thats it!,5.0,2023-06-25,If would building pc gaming slight editing coding perfect cost really low considering performance gives CPU means low end CPU dont go gentle price intel 12100f easily handle GPUs upto gtx3060 rx6800 Just go say ryzen price gaming Read,-0.0162,negative,0
490,Awesome,5.0,2022-11-16,This one best cpu budget looking gaming For productivity worth buying go i5 12400fBut gaming light cpu workload work like butter smooth I teated games check YT channel R tech studio Read,0.8225,positive,1
491,Best in price when even compared to i5 10400f,5.0,2022-08-15,Got sale 7 26k Really enjoyed processor Heatsink fan provided looks good sounds badly peak usage Replaced air coolerRead,0.6901,positive,1
493,Used or Unboxed product received,3.0,2023-08-24,Product good looking packaging anyone judge used While checking warranty found 3 year warranty 6 months already passed Read,0.4404,positive,1
494,cpu with broken fan,1.0,2023-04-26,Cpu stock cooler fan got broken 1 blade box creating noise virbration cpu processor working fine thought replace replace dont know gonna get broken cpu chip replaced stock cooler deepcool air cooler working fine please buy critical pc parts Amazon may end getting broken parts worst packingRead,-0.765,negative,0
495,Good Cpu but awful Delivery,1.0,2023-06-20,The Processor Good Works Fine But The Delivery awful one blades fan broken As already another dedicated cpu cooler raise return I expected Better Appario Apart From Processor works fine Read,0.7351,positive,1
496,,,2024-01-27,Muito bom super recomendoRead,0.5994,positive,1
499,,,2024-05-07,good works happy purchaseRead,0.765,positive,1
501,This is the best you'll get in this price range Thats it!,5.0,2023-06-25,If would building pc gaming slight editing coding perfect cost really low considering performance gives CPU means low end CPU dont go gentle price intel 12100f easily handle GPUs upto gtx3060 rx6800 Just go say ryzen price gaming Read,-0.0162,negative,0
502,Awesome,5.0,2022-11-16,This one best cpu budget looking gaming For productivity worth buying go i5 12400fBut gaming light cpu workload work like butter smooth I teated games check YT channel R tech studio Read,0.8225,positive,1
503,Best in price when even compared to i5 10400f,5.0,2022-08-15,Got sale 7 26k Really enjoyed processor Heatsink fan provided looks good sounds badly peak usage Replaced air coolerRead,0.6901,positive,1
505,Used or Unboxed product received,3.0,2023-08-24,Product good looking packaging anyone judge used While checking warranty found 3 year warranty 6 months already passed Read,0.4404,positive,1
506,cpu with broken fan,1.0,2023-04-26,Cpu stock cooler fan got broken 1 blade box creating noise virbration cpu processor working fine thought replace replace dont know gonna get broken cpu chip replaced stock cooler deepcool air cooler working fine please buy critical pc parts Amazon may end getting broken parts worst packingRead,-0.765,negative,0
507,Good Cpu but awful Delivery,1.0,2023-06-20,The Processor Good Works Fine But The Delivery awful one blades fan broken As already another dedicated cpu cooler raise return I expected Better Appario Apart From Processor works fine Read,0.7351,positive,1
508,,,2024-01-27,Muito bom super recomendoRead,0.5994,positive,1
511,,,2024-05-07,good works happy purchaseRead,0.765,positive,1
513,This is the best you'll get in this price range Thats it!,5.0,2023-06-25,If would building pc gaming slight editing coding perfect cost really low considering performance gives CPU means low end CPU dont go gentle price intel 12100f easily handle GPUs upto gtx3060 rx6800 Just go say ryzen price gaming Read,-0.0162,negative,0
514,Awesome,5.0,2022-11-16,This one best cpu budget looking gaming For productivity worth buying go i5 12400fBut gaming light cpu workload work like butter smooth I teated games check YT channel R tech studio Read,0.8225,positive,1
515,Best in price when even compared to i5 10400f,5.0,2022-08-15,Got sale 7 26k Really enjoyed processor Heatsink fan provided looks good sounds badly peak usage Replaced air coolerRead,0.6901,positive,1
517,Used or Unboxed product received,3.0,2023-08-24,Product good looking packaging anyone judge used While checking warranty found 3 year warranty 6 months already passed Read,0.4404,positive,1
518,cpu with broken fan,1.0,2023-04-26,Cpu stock cooler fan got broken 1 blade box creating noise virbration cpu processor working fine thought replace replace dont know gonna get broken cpu chip replaced stock cooler deepcool air cooler working fine please buy critical pc parts Amazon may end getting broken parts worst packingRead,-0.765,negative,0
519,Good Cpu but awful Delivery,1.0,2023-06-20,The Processor Good Works Fine But The Delivery awful one blades fan broken As already another dedicated cpu cooler raise return I expected Better Appario Apart From Processor works fine Read,0.7351,positive,1
520,,,2024-01-27,Muito bom super recomendoRead,0.5994,positive,1
523,,,2024-05-07,good works happy purchaseRead,0.765,positive,1
525,This is the best you'll get in this price range Thats it!,5.0,2023-06-25,If would building pc gaming slight editing coding perfect cost really low considering performance gives CPU means low end CPU dont go gentle price intel 12100f easily handle GPUs upto gtx3060 rx6800 Just go say ryzen price gaming Read,-0.0162,negative,0
526,Awesome,5.0,2022-11-16,This one best cpu budget looking gaming For productivity worth buying go i5 12400fBut gaming light cpu workload work like butter smooth I teated games check YT channel R tech studio Read,0.8225,positive,1
527,Best in price when even compared to i5 10400f,5.0,2022-08-15,Got sale 7 26k Really enjoyed processor Heatsink fan provided looks good sounds badly peak usage Replaced air coolerRead,0.6901,positive,1
529,Used or Unboxed product received,3.0,2023-08-24,Product good looking packaging anyone judge used While checking warranty found 3 year warranty 6 months already passed Read,0.4404,positive,1
530,cpu with broken fan,1.0,2023-04-26,Cpu stock cooler fan got broken 1 blade box creating noise virbration cpu processor working fine thought replace replace dont know gonna get broken cpu chip replaced stock cooler deepcool air cooler working fine please buy critical pc parts Amazon may end getting broken parts worst packingRead,-0.765,negative,0
531,Good Cpu but awful Delivery,1.0,2023-06-20,The Processor Good Works Fine But The Delivery awful one blades fan broken As already another dedicated cpu cooler raise return I expected Better Appario Apart From Processor works fine Read,0.7351,positive,1
532,,,2024-01-27,Muito bom super recomendoRead,0.5994,positive,1
535,,,2024-05-07,good works happy purchaseRead,0.765,positive,1
537,This is the best you'll get in this price range Thats it!,5.0,2023-06-25,If would building pc gaming slight editing coding perfect cost really low considering performance gives CPU means low end CPU dont go gentle price intel 12100f easily handle GPUs upto gtx3060 rx6800 Just go say ryzen price gaming Read,-0.0162,negative,0
538,Awesome,5.0,2022-11-16,This one best cpu budget looking gaming For productivity worth buying go i5 12400fBut gaming light cpu workload work like butter smooth I teated games check YT channel R tech studio Read,0.8225,positive,1
539,Best in price when even compared to i5 10400f,5.0,2022-08-15,Got sale 7 26k Really enjoyed processor Heatsink fan provided looks good sounds badly peak usage Replaced air coolerRead,0.6901,positive,1
541,Used or Unboxed product received,3.0,2023-08-24,Product good looking packaging anyone judge used While checking warranty found 3 year warranty 6 months already passed Read,0.4404,positive,1
542,cpu with broken fan,1.0,2023-04-26,Cpu stock cooler fan got broken 1 blade box creating noise virbration cpu processor working fine thought replace replace dont know gonna get broken cpu chip replaced stock cooler deepcool air cooler working fine please buy critical pc parts Amazon may end getting broken parts worst packingRead,-0.765,negative,0
543,Good Cpu but awful Delivery,1.0,2023-06-20,The Processor Good Works Fine But The Delivery awful one blades fan broken As already another dedicated cpu cooler raise return I expected Better Appario Apart From Processor works fine Read,0.7351,positive,1
544,,,2024-01-27,Muito bom super recomendoRead,0.5994,positive,1
547,,,2024-05-07,good works happy purchaseRead,0.765,positive,1
549,This is the best you'll get in this price range Thats it!,5.0,2023-06-25,If would building pc gaming slight editing coding perfect cost really low considering performance gives CPU means low end CPU dont go gentle price intel 12100f easily handle GPUs upto gtx3060 rx6800 Just go say ryzen price gaming Read,-0.0162,negative,0
550,Awesome,5.0,2022-11-16,This one best cpu budget looking gaming For productivity worth buying go i5 12400fBut gaming light cpu workload work like butter smooth I teated games check YT channel R tech studio Read,0.8225,positive,1
551,Best in price when even compared to i5 10400f,5.0,2022-08-15,Got sale 7 26k Really enjoyed processor Heatsink fan provided looks good sounds badly peak usage Replaced air coolerRead,0.6901,positive,1
553,Used or Unboxed product received,3.0,2023-08-24,Product good looking packaging anyone judge used While checking warranty found 3 year warranty 6 months already passed Read,0.4404,positive,1
554,cpu with broken fan,1.0,2023-04-26,Cpu stock cooler fan got broken 1 blade box creating noise virbration cpu processor working fine thought replace replace dont know gonna get broken cpu chip replaced stock cooler deepcool air cooler working fine please buy critical pc parts Amazon may end getting broken parts worst packingRead,-0.765,negative,0
555,Good Cpu but awful Delivery,1.0,2023-06-20,The Processor Good Works Fine But The Delivery awful one blades fan broken As already another dedicated cpu cooler raise return I expected Better Appario Apart From Processor works fine Read,0.7351,positive,1
556,,,2024-01-27,Muito bom super recomendoRead,0.5994,positive,1
559,,,2024-05-07,good works happy purchaseRead,0.765,positive,1
561,This is the best you'll get in this price range Thats it!,5.0,2023-06-25,If would building pc gaming slight editing coding perfect cost really low considering performance gives CPU means low end CPU dont go gentle price intel 12100f easily handle GPUs upto gtx3060 rx6800 Just go say ryzen price gaming Read,-0.0162,negative,0
562,Awesome,5.0,2022-11-16,This one best cpu budget looking gaming For productivity worth buying go i5 12400fBut gaming light cpu workload work like butter smooth I teated games check YT channel R tech studio Read,0.8225,positive,1
563,Best in price when even compared to i5 10400f,5.0,2022-08-15,Got sale 7 26k Really enjoyed processor Heatsink fan provided looks good sounds badly peak usage Replaced air coolerRead,0.6901,positive,1
565,Used or Unboxed product received,3.0,2023-08-24,Product good looking packaging anyone judge used While checking warranty found 3 year warranty 6 months already passed Read,0.4404,positive,1
566,cpu with broken fan,1.0,2023-04-26,Cpu stock cooler fan got broken 1 blade box creating noise virbration cpu processor working fine thought replace replace dont know gonna get broken cpu chip replaced stock cooler deepcool air cooler working fine please buy critical pc parts Amazon may end getting broken parts worst packingRead,-0.765,negative,0
567,Good Cpu but awful Delivery,1.0,2023-06-20,The Processor Good Works Fine But The Delivery awful one blades fan broken As already another dedicated cpu cooler raise return I expected Better Appario Apart From Processor works fine Read,0.7351,positive,1
568,,,2024-01-27,Muito bom super recomendoRead,0.5994,positive,1
571,,,2024-05-07,good works happy purchaseRead,0.765,positive,1
